dataset,nrows,ncols,run,seed,i_5CV_logloss,p_5CV_logloss,i_TST_logloss,p_TST_logloss,i_geo_complexity,p_geo_complexity,i_nfs_complexity,p_nfs_complexity,i_best_model,p_best_model,i_d,p_d,i_l,p_l,i_f,p_f,i_tree_nfs,p_tree_nfs,i_tree_used_fs,p_tree_used_fs,i_selected_fs,p_selected_fs
national.csv,4908,81,0,0,0.002099,0.002099,0.0,0.0,2000036.0436533892,2000036.0436533892,75.0,29.0,"DecisionTreeClassifier(ccp_alpha=0.21090691846871998, max_depth=2,
                       min_samples_leaf=624, min_samples_split=144,
                       random_state=1234)","DecisionTreeClassifier(ccp_alpha=0.030534355224785623, max_depth=4,
                       min_samples_leaf=687, min_samples_split=22,
                       random_state=1234)",1,1,2,2,1,1,1,1,['income96'],['income96'],"['age' 'race_NONE' 'race_BLACK' 'race_CHINESE' 'race_ENGLISH'
 'race_FILIPINO' 'race_FRENCH' 'race_GERMAN' 'race_GREEK' 'race_HAWAIIAN'
 'race_NATIVE-AMERICAN' 'race_INDIAN' 'race_IRISH' 'race_ITALIAN'
 'race_JAPANESE' 'race_CHICANO' 'race_MEXICAN' 'race_MEXICAN-AMERICAN'
 'race_PUERTORICAN' 'race_OTHER-HISPANIC' 'race_OTHER-SPANISH'
 'race_POLISH' 'race_PORTUGUESE' 'race_RUSSIAN' 'race_SCOTTISH'
 'race_WELSH' 'race_OTHER' 'race_AMERICAN' 'gender_Male' 'gender_Female'
 'grade90_3RD GRADE' 'grade90_5TH GRADE' 'grade90_6TH GRADE'
 'grade90_7TH GRADE' 'grade90_8TH GRADE' 'grade90_9TH GRADE'
 'grade90_10TH GRADE' 'grade90_11TH GRADE' 'grade90_12TH GRADE'
 'grade90_1ST YR COL' 'grade90_4TH YR COL' 'grade90_5TH YR COL'
 'grade90_6TH YR COL' 'grade90_7TH YR COL' 'grade90_8TH YR COL OR MORE'
 'income96' 'partner_No' 'partner_Yes' 'height' 'weight' 'famsize'
 'genhealth_Excellent' 'genhealth_Very Good' 'genhealth_Good'
 'genhealth_Fair' 'genhealth_Poor' 'illegalact' 'charged' 'jobsnum90'
 'afqt89' 'typejob90_agri' 'typejob90_mining' 'typejob90_construction'
 'typejob90_manuf' 'typejob90_transp' 'typejob90_wholesale'
 'typejob90_retail' 'typejob90_fin' 'typejob90_busi' 'typejob90_personal'
 'typejob90_enter' 'typejob90_pro' 'typejob90_pub' 'jobtrain90_No'
 'jobtrain90_Yes']","['race_BLACK' 'race_FRENCH' 'race_NATIVE-AMERICAN' 'race_INDIAN'
 'race_ITALIAN' 'race_CUBAN' 'race_OTHER-HISPANIC' 'race_OTHER-SPANISH'
 'race_PORTUGUESE' 'race_RUSSIAN' 'race_SCOTTISH' 'race_OTHER'
 'race_AMERICAN' 'gender_Male' 'grade90_7TH GRADE' 'grade90_9TH GRADE'
 'grade90_12TH GRADE' 'grade90_2ND YR COL' 'grade90_3RD YR COL' 'income96'
 'height' 'genhealth_Very Good' 'genhealth_Fair' 'illegalact' 'afqt89'
 'typejob90_busi' 'typejob90_personal' 'typejob90_enter' 'typejob90_pro']"
mc1.csv,9466,39,0,0,0.030863,0.030463,0.034827,0.075907,2000034.8978870474,2000035.0465952042,26.0,9.0,"DecisionTreeClassifier(max_depth=2, min_samples_leaf=580, min_samples_split=691,
                       random_state=1234)","DecisionTreeClassifier(max_depth=2, min_samples_leaf=480,
                       min_samples_split=1326, random_state=1234)",2,2,3,3,2,2,2,2,['NUM_UNIQUE_OPERANDS' 'PERCENT_COMMENTS'],['HALSTEAD_CONTENT' 'PERCENT_COMMENTS'],"['BRANCH_COUNT' 'CALL_PAIRS' 'LOC_COMMENTS' 'CYCLOMATIC_COMPLEXITY'
 'CYCLOMATIC_DENSITY' 'DECISION_COUNT' 'DESIGN_DENSITY'
 'ESSENTIAL_COMPLEXITY' 'ESSENTIAL_DENSITY' 'PARAMETER_COUNT'
 'GLOBAL_DATA_COMPLEXITY' 'GLOBAL_DATA_DENSITY' 'HALSTEAD_DIFFICULTY'
 'HALSTEAD_ERROR_EST' 'HALSTEAD_LENGTH' 'HALSTEAD_LEVEL'
 'HALSTEAD_PROG_TIME' 'HALSTEAD_VOLUME' 'MODIFIED_CONDITION_COUNT'
 'MULTIPLE_CONDITION_COUNT' 'NORMALIZED_CYLOMATIC_COMPLEXITY'
 'NUM_OPERANDS' 'NUM_OPERATORS' 'NUM_UNIQUE_OPERANDS' 'PERCENT_COMMENTS'
 'LOC_TOTAL']","['BRANCH_COUNT' 'CALL_PAIRS' 'CONDITION_COUNT' 'DESIGN_COMPLEXITY'
 'GLOBAL_DATA_COMPLEXITY' 'HALSTEAD_CONTENT' 'MAINTENANCE_SEVERITY'
 'MODIFIED_CONDITION_COUNT' 'PERCENT_COMMENTS']"
Satellite.csv,5100,37,0,0,0.025212,0.02414,0.060848,0.060848,1000036.0021762275,1000036.0021762275,18.0,7.0,"DecisionTreeClassifier(ccp_alpha=4.155867678012075e-05, max_depth=4,
                       min_samples_leaf=12, min_samples_split=300,
                       random_state=1234)","DecisionTreeClassifier(max_depth=4, min_samples_leaf=13, min_samples_split=591,
                       random_state=1234)",4,4,5,5,3,3,3,3,['V14' 'V22' 'V34'],['V14' 'V22' 'V34'],"['V1' 'V2' 'V3' 'V4' 'V5' 'V9' 'V14' 'V15' 'V17' 'V22' 'V25' 'V26' 'V29'
 'V30' 'V32' 'V33' 'V34' 'V36']",['V10' 'V14' 'V20' 'V21' 'V22' 'V30' 'V34']
mc1.csv,9466,39,1,1234,0.030214,0.030582,0.02763,0.026458,2000035.7042549131,3000035.7104986464,13.0,4.0,"DecisionTreeClassifier(max_depth=2, random_state=1234)","DecisionTreeClassifier(max_depth=3, min_samples_leaf=139,
                       min_samples_split=1324, random_state=1234)",2,3,4,4,3,3,3,3,['LOC_CODE_AND_COMMENT' 'CONDITION_COUNT' 'NUMBER_OF_LINES'],['LOC_CODE_AND_COMMENT' 'NODE_COUNT' 'NUMBER_OF_LINES'],"['LOC_BLANK' 'BRANCH_COUNT' 'LOC_CODE_AND_COMMENT' 'CONDITION_COUNT'
 'DESIGN_DENSITY' 'HALSTEAD_LENGTH' 'HALSTEAD_VOLUME'
 'MULTIPLE_CONDITION_COUNT' 'NUM_OPERANDS' 'NUM_OPERATORS'
 'NUM_UNIQUE_OPERATORS' 'NUMBER_OF_LINES' 'LOC_TOTAL']",['LOC_CODE_AND_COMMENT' 'DECISION_COUNT' 'NODE_COUNT' 'NUMBER_OF_LINES']
ada.csv,4562,103,1,1234,0.375663,0.375153,0.406783,0.406783,5000028.220463857,5000028.220463857,31.0,11.0,"DecisionTreeClassifier(ccp_alpha=5.5049688932075865e-05, max_depth=4,
                       min_samples_leaf=29, min_samples_split=121,
                       random_state=1234)","DecisionTreeClassifier(ccp_alpha=6.584648181355357e-05, max_depth=4,
                       min_samples_leaf=29, min_samples_split=194,
                       random_state=1234)",4,4,10,10,5,4,5,4,"['education_Bachelors' 'educationNum' 'maritalStatus_Married-civ-spouse'
 'capitalGain' 'capitalLoss']","['educationNum' 'maritalStatus_Married-civ-spouse' 'capitalGain'
 'capitalLoss']","['workclass_Federal-gov' 'workclass_Without-pay' 'workclass_Local-gov'
 'education_Some-college' 'education_10th' 'education_Bachelors'
 'educationNum' 'maritalStatus_Married-civ-spouse'
 'maritalStatus_Married-spouse-absent' 'occupation_Priv-house-serv'
 'occupation_Handlers-cleaners' 'occupation_Transport-moving'
 'occupation_Craft-repair' 'sex_Female' 'capitalGain' 'capitalLoss'
 'nativeCountry_Cuba' 'nativeCountry_Philippines' 'nativeCountry_Iran'
 'nativeCountry_Ireland' 'nativeCountry_South' 'nativeCountry_India'
 'nativeCountry_Vietnam' 'nativeCountry_France' 'nativeCountry_Honduras'
 'nativeCountry_China' 'nativeCountry_Scotland' 'nativeCountry_Cambodia'
 'nativeCountry_Canada' 'nativeCountry_Dominican-Republic'
 'nativeCountry_Germany']","['workclass_Federal-gov' 'workclass_Without-pay' 'education_9th'
 'educationNum' 'maritalStatus_Married-civ-spouse'
 'occupation_Other-service' 'occupation_Armed-Forces' 'capitalGain'
 'capitalLoss' 'nativeCountry_Cambodia' 'nativeCountry_Dominican-Republic']"
ada.csv,4562,103,0,0,0.380984,0.378404,0.36471,0.36471,5000028.46370598,5000028.46370598,44.0,7.0,"DecisionTreeClassifier(ccp_alpha=0.00036189400481938824, max_depth=4,
                       min_samples_leaf=33, min_samples_split=364,
                       random_state=1234)","DecisionTreeClassifier(max_depth=4, min_samples_leaf=31, min_samples_split=357,
                       random_state=1234)",4,4,10,10,5,5,5,5,"['educationNum' 'maritalStatus_Married-civ-spouse' 'capitalGain'
 'capitalLoss' 'hoursPerWeek']","['educationNum' 'maritalStatus_Married-civ-spouse' 'capitalGain'
 'capitalLoss' 'hoursPerWeek']","['workclass_Federal-gov' 'workclass_Without-pay' 'workclass_Self-emp-inc'
 'workclass_State-gov' 'workclass_Self-emp-not-inc' 'workclass_Private'
 'education_Assoc-acdm' 'education_Prof-school' 'educationNum'
 'maritalStatus_Married-civ-spouse' 'maritalStatus_Divorced'
 'maritalStatus_Separated' 'maritalStatus_Married-AF-spouse'
 'occupation_Prof-specialty' 'occupation_Adm-clerical'
 'occupation_Priv-house-serv' 'occupation_Armed-Forces'
 'occupation_Farming-fishing' 'relationship_Not-in-family'
 'relationship_Wife' 'relationship_Husband' 'relationship_Own-child'
 'race_White' 'race_Asian-Pac-Islander' 'race_Amer-Indian-Eskimo'
 'capitalGain' 'capitalLoss' 'hoursPerWeek' 'nativeCountry_Portugal'
 'nativeCountry_Philippines' 'nativeCountry_Taiwan'
 'nativeCountry_Ecuador' 'nativeCountry_Columbia'
 'nativeCountry_United-States' 'nativeCountry_South'
 'nativeCountry_France' 'nativeCountry_Haiti' 'nativeCountry_Honduras'
 'nativeCountry_China' 'nativeCountry_Puerto-Rico' 'nativeCountry_Jamaica'
 'nativeCountry_Scotland' 'nativeCountry_Canada' 'nativeCountry_Poland']","['workclass_Federal-gov' 'workclass_State-gov' 'educationNum'
 'maritalStatus_Married-civ-spouse' 'capitalGain' 'capitalLoss'
 'hoursPerWeek']"
Titanic.csv,2201,4,1,1234,0.502777,0.502777,0.480255,0.480255,5000026.726480611,5000026.726480611,3.0,3.0,"DecisionTreeClassifier(max_depth=4, min_samples_split=204, random_state=1234)","DecisionTreeClassifier(max_depth=4, min_samples_leaf=3, min_samples_split=221,
                       random_state=1234)",4,4,6,6,3,3,3,3,['Class' 'Age' 'Sex'],['Class' 'Age' 'Sex'],['Class' 'Age' 'Sex'],['Class' 'Age' 'Sex']
law.csv,20800,20,0,0,0.0,0.0,0.0,0.0,2000036.0436533892,2000036.0436533892,19.0,6.0,"DecisionTreeClassifier(ccp_alpha=0.061938625693275975, max_depth=1,
                       min_samples_leaf=2891, min_samples_split=172,
                       random_state=1234)","DecisionTreeClassifier(ccp_alpha=0.10132672765267553, max_depth=3,
                       min_samples_leaf=1301, min_samples_split=2424,
                       random_state=1234)",1,1,2,2,1,1,1,1,['ugpa'],['ugpa'],"['age' 'decile1' 'decile3' 'fam_inc' 'lsat' 'ugpa' 'gender_female'
 'gender_male' 'race1_non-white' 'race1_white' 'cluster_1' 'cluster_2'
 'cluster_3' 'cluster_4' 'cluster_5' 'cluster_6' 'fulltime_1' 'fulltime_2'
 'bar']",['age' 'decile3' 'ugpa' 'cluster_1' 'cluster_2' 'cluster_5']
heloc.csv,10000,23,0,0,0.577634,0.577584,0.577392,0.577726,11000024.822571475,11000024.799939362,7.0,4.0,"DecisionTreeClassifier(max_depth=4, min_samples_leaf=111, min_samples_split=152,
                       random_state=1234)","DecisionTreeClassifier(max_depth=4, min_samples_leaf=141, min_samples_split=102,
                       random_state=1234)",4,4,14,14,3,3,3,3,"['ExternalRiskEstimate' 'NumSatisfactoryTrades'
 'MSinceMostRecentInqexcl7days']","['ExternalRiskEstimate' 'NumSatisfactoryTrades'
 'MSinceMostRecentInqexcl7days']","['ExternalRiskEstimate' 'MSinceMostRecentTradeOpen'
 'NumSatisfactoryTrades' 'NumTrades60Ever2DerogPubRec'
 'MSinceMostRecentInqexcl7days' 'NumInstallTradesWBalance'
 'NumBank2NatlTradesWHighUtilization']","['ExternalRiskEstimate' 'NumSatisfactoryTrades'
 'MSinceMostRecentInqexcl7days' 'NumInstallTradesWBalance']"
mushroom.csv,8124,126,1,1234,0.003941,0.002094,0.005002,0.003315,3000036.043653389,4000036.043653389,45.0,12.0,"DecisionTreeClassifier(ccp_alpha=1.428482866050896e-06, max_depth=4,
                       min_samples_split=16, random_state=1234)","DecisionTreeClassifier(ccp_alpha=3.4212662251936473e-06, max_depth=4,
                       min_samples_leaf=6, min_samples_split=39,
                       random_state=1234)",4,4,8,8,7,6,7,6,"['odor_a' 'odor_l' 'odor_n' 'gill-size_b' 'stalk-surface-below-ring_y'
 'stalk-color-above-ring_n' 'spore-print-color_r']","['odor_a' 'odor_l' 'odor_n' 'stalk-root_b' 'ring-number_o'
 'spore-print-color_w']","['cap-shape_b' 'cap-shape_f' 'cap-shape_k' 'cap-color_b' 'cap-color_g'
 'cap-color_p' 'cap-color_u' 'odor_a' 'odor_f' 'odor_l' 'odor_n' 'odor_p'
 'odor_s' 'gill-attachment_a' 'gill-size_b' 'gill-color_e' 'gill-color_g'
 'gill-color_h' 'gill-color_k' 'gill-color_r' 'gill-color_u'
 'gill-color_y' 'stalk-root_r' 'stalk-surface-above-ring_s'
 'stalk-surface-above-ring_y' 'stalk-surface-below-ring_s'
 'stalk-surface-below-ring_y' 'stalk-color-above-ring_c'
 'stalk-color-above-ring_g' 'stalk-color-above-ring_n'
 'stalk-color-above-ring_o' 'stalk-color-above-ring_w'
 'stalk-color-below-ring_c' 'stalk-color-below-ring_g'
 'stalk-color-below-ring_n' 'veil-color_w' 'veil-color_y' 'ring-type_f'
 'ring-type_n' 'spore-print-color_k' 'spore-print-color_r'
 'spore-print-color_y' 'population_v' 'habitat_g' 'habitat_l']","['cap-shape_c' 'cap-surface_f' 'odor_a' 'odor_l' 'odor_n' 'stalk-root_b'
 'stalk-color-above-ring_w' 'stalk-color-below-ring_n'
 'stalk-color-below-ring_w' 'veil-color_n' 'ring-number_o'
 'spore-print-color_w']"
FICO.csv,9871,40,0,0,0.56268,0.560649,0.5875,0.586419,10000026.822686676,10000026.822686676,12.0,5.0,"DecisionTreeClassifier(max_depth=4, min_samples_leaf=11, random_state=1234)","DecisionTreeClassifier(max_depth=4, min_samples_leaf=16, random_state=1234)",4,4,16,16,4,3,4,3,"['ExternalRiskEstimate' 'AverageMInFile' 'PercentInstallTrades'
 'MSinceMostRecentInqexcl7days']",['ExternalRiskEstimate' 'AverageMInFile' 'MSinceMostRecentInqexcl7days'],"['ExternalRiskEstimate' 'AverageMInFile' 'MaxDelq2PublicRecLast12M_0'
 'MaxDelq2PublicRecLast12M_2' 'MaxDelqEver_-9' 'MaxDelqEver_2'
 'MaxDelqEver_5' 'MaxDelqEver_7' 'PercentInstallTrades'
 'MSinceMostRecentInqexcl7days' 'NetFractionInstallBurden'
 'NumBank2NatlTradesWHighUtilization']","['ExternalRiskEstimate' 'AverageMInFile' 'MaxDelq2PublicRecLast12M_2'
 'MSinceMostRecentInqexcl7days' 'NumInstallTradesWBalance']"
